,0
0,0.8203487859991796
0,0.004365044180303812
1,0.01739439181983471
2,0.0036752631422132254
3,0.004581147339195013
4,0.0043516382575035095
5,0.004556191619485617
6,0.013228602707386017
7,0.0016825628699734807
8,0.006954272277653217
9,0.0219543669372797
10,0.002421660115942359
11,0.0002991830406244844
12,0.0008462712867185473
13,0.0023994813673198223
14,0.037628669291734695
15,0.02386959083378315
16,0.008285765536129475
17,0.0007762075983919203
18,0.0006023704772815108
19,0.010619619861245155
20,0.03727685287594795
21,0.0007953145541250706
22,0.007572860922664404
23,0.0026262039318680763
24,0.016426505520939827
25,0.010049370117485523
26,0.015675732865929604
27,0.0165624488145113
28,0.019145645201206207
29,0.004926994908601046
30,0.007969915866851807
31,0.049437522888183594
32,0.0057755704037845135
33,0.0038102564867585897
34,0.026961442083120346
35,0.0026337336748838425
36,0.03468357399106026
37,0.031555917114019394
38,0.0009201343054883182
39,0.0017750196857377887
40,0.02829429693520069
41,0.0020768761169165373
42,0.002318053273484111
43,0.008137241005897522
44,0.0017579089617356658
45,0.005429998971521854
46,0.00325981923379004
47,0.008661705069243908
48,0.003027555765584111
49,0.0011831665178760886
50,0.004395693074911833
51,0.0010800121817737818
52,0.0005606169579550624
53,0.0034310841001570225
54,0.007049434818327427
55,0.0031704502180218697
56,0.0048545533791184425
57,0.011191262863576412
58,0.004046261310577393
59,0.04787334054708481
60,0.0052850451320409775
61,0.0028457322623580694
62,0.0021464426536113024
63,0.005119994282722473
64,0.01307092048227787
65,0.016401147469878197
66,0.001307099126279354
67,0.015503131784498692
68,0.0017328974790871143
69,0.018081646412611008
70,0.034032192081213
71,0.005890543572604656
72,0.0016298224218189716
73,0.027470072731375694
74,0.006066759116947651
75,0.030233722180128098
76,0.0014119799016043544
77,0.002254808321595192
78,0.000780724105425179
79,0.002097568940371275
80,0.006322744768112898
81,0.005826446693390608
82,0.00472391489893198
83,0.06116172671318054
84,0.04630511254072189
85,0.026111716404557228
86,0.0069747851230204105
87,0.01477828249335289
88,0.0006847839104011655
89,0.0006599566549994051
90,0.005429942160844803
91,0.009565441869199276
92,0.021481668576598167
93,0.033477891236543655
94,0.0025302821304649115
95,0.0025060747284442186
96,0.0007555614574812353
97,0.009425331838428974
98,0.001681555644609034
99,0.01331479474902153
100,0.006215755827724934
101,0.059256166219711304
102,0.10249917954206467
103,0.05490735545754433
104,0.0029334339778870344
105,0.0008036404615268111
106,0.013326740823686123
107,0.0019653374329209328
108,0.012927291914820671
109,0.0016871135449036956
110,0.004694237839430571
111,0.017960598692297935
112,0.0017298053717240691
113,0.010419979691505432
114,0.004425868391990662
115,0.004484583158046007
116,0.0280745942145586
117,0.0028242049738764763
118,0.0036866317968815565
119,0.01318875141441822
120,0.011120245791971684
121,0.0005636533605866134
122,0.00272611016407609
123,0.030803246423602104
124,0.0010999003425240517
125,0.006925281137228012
126,0.004417430609464645
127,0.0007734512910246849
128,0.03773827105760574
129,0.026425493881106377
130,0.029822716489434242
131,0.032548144459724426
132,0.046243201941251755
133,0.014030830934643745
134,0.042767737060785294
135,0.04511985927820206
136,0.004840475972741842
137,0.0012075584381818771
138,0.010977189987897873
139,0.004627213813364506
140,0.011414964683353901
141,0.003128161421045661
142,0.0023102147970348597
143,0.0006784723373129964
144,0.005494811572134495
145,0.002347493777051568
146,0.010822282172739506
147,0.0034331504721194506
148,0.03662065789103508
149,0.010139141231775284
150,0.01580885425209999
151,0.03716561943292618
152,0.00488556083291769
153,0.0004974654293619096
154,0.006357224192470312
155,0.001037198700942099
156,0.002132896799594164
157,0.0022225333377718925
158,0.006098437588661909
159,0.0012753407936543226
160,0.012365381233394146
161,0.0017409903230145574
162,0.004323398694396019
163,0.0009172562276944518
164,0.0006512409308925271
165,0.00833637360483408
166,0.012159438803792
167,0.009415360167622566
168,0.004211328458040953
169,0.00035821457277052104
170,0.001968132331967354
171,0.024964338168501854
172,0.0018929357174783945
173,0.0037315250374376774
174,0.002637424971908331
175,0.0016239230753853917
176,0.002327882219105959
177,0.018308166414499283
178,0.003591045970097184
179,0.020789792761206627
180,0.0187222920358181
181,0.017697172239422798
182,0.01541249267756939
183,0.1147829219698906
184,0.0036164310295134783
185,0.0007135447231121361
186,0.015530387870967388
187,0.00134114152751863
188,0.00489750737324357
189,0.004709118511527777
190,0.0022202853579074144
191,0.023005899041891098
192,0.021063970401883125
193,0.0021973440889269114
194,0.0021959831938147545
195,0.0357944592833519
196,0.00815036054700613
197,0.015546275302767754
198,0.004220855422317982
199,0.010063554160296917
200,0.0006930014933459461
201,0.0034509904216974974
202,0.008258786052465439
203,0.01356334239244461
204,0.028090035542845726
205,0.006123547442257404
206,0.02533966675400734
207,0.002464971272274852
208,0.0011564029846340418
209,0.0054504224099218845
210,0.001200095284730196
211,0.0024008662439882755
212,0.007157165091484785
213,0.003295009955763817
214,0.0005386421107687056
215,0.0028920909389853477
216,0.00517934700474143
217,0.00513643492013216
218,0.0023801233619451523
219,0.0012208184925839305
220,0.005123060662299395
221,0.007816743105649948
222,0.004389436915516853
223,0.003355426713824272
224,0.00303643592633307
225,0.04581567272543907
226,0.01178909745067358
227,0.0012163097271695733
228,0.027022480964660645
229,0.004482324700802565
230,0.0019189469749107957
231,0.0014794510789215565
232,0.005928244441747665
233,0.004345240071415901
234,0.0024420900736004114
235,0.015203171409666538
236,0.004910188727080822
237,0.0872630923986435
238,0.0050895847380161285
239,0.020925354212522507
240,0.004607563838362694
241,0.016109319403767586
242,0.0033581817988306284
243,0.0021178496535867453
244,0.001802516053430736
245,0.00597839429974556
246,0.04702883958816528
247,0.011617334559559822
248,0.0007027217070572078
249,0.024562893435359
250,0.00591301079839468
251,0.0009566807420924306
252,0.0031967044342309237
253,0.0007344160694628954
254,0.0029876769986003637
255,0.02595539204776287
256,0.0015608579851686954
257,0.00207907916046679
258,0.002595615806058049
259,0.005222206003963947
260,0.0016953221056610346
261,0.0017017970094457269
262,0.0007173444610089064
263,0.0009149352554231882
264,0.0009044769103638828
265,0.0014895499916747212
266,0.001781327067874372
267,0.0008621845627203584
268,0.0017778439214453101
269,0.028295915573835373
270,0.0028831830713897943
271,0.009710612706840038
272,0.005416257306933403
273,0.0016672741621732712
274,0.000536954088602215
275,0.006216697860509157
276,0.002884884597733617
277,0.001960327848792076
278,0.01205718144774437
279,0.002121666446328163
280,0.028869397938251495
281,0.02245841734111309
282,0.009210122749209404
283,0.01616666279733181
284,0.017204446718096733
285,0.002405737526714802
286,0.005517041310667992
287,0.001198814483359456
288,0.007778626400977373
289,0.07980427891016006
290,0.002121646422892809
291,0.004273904487490654
292,0.009792069904506207
293,0.07484365254640579
294,0.001995296450331807
295,0.0062609510496258736
