,0
0,0.8088132302977048
0,0.02107798308134079
1,0.00762445293366909
2,0.004781337920576334
3,0.0015476127155125141
4,0.003428156953305006
5,0.005863773170858622
6,0.0026393774896860123
7,0.0009994563879445195
8,0.005382767412811518
9,0.0024665582459419966
10,0.0014175564283505082
11,0.0017600272549316287
12,0.0010379648301750422
13,0.007712203543633223
14,0.0508587546646595
15,0.01027239765971899
16,0.004237897228449583
17,0.0021831681951880455
18,0.002341864164918661
19,0.0035936827771365643
20,0.015643099322915077
21,0.002634783275425434
22,0.003141342429444194
23,0.003449419979006052
24,0.0029930081218481064
25,0.002755384659394622
26,0.0018602135824039578
27,0.03681696951389313
28,0.009314415976405144
29,0.0015025509055703878
30,0.005653564818203449
31,0.011404206976294518
32,0.00582753773778677
33,0.026662677526474
34,0.017307287082076073
35,0.0071233101189136505
36,0.00489379744976759
37,0.0186332818120718
38,0.0018524561310186982
39,0.006429722998291254
40,0.0016820726450532675
41,0.005692100152373314
42,0.0054315910674631596
43,0.0010207326849922538
44,0.0010509438579902053
45,0.00917323213070631
46,0.0009237639605998993
47,0.003072657622396946
48,0.0012024295283481479
49,0.002039050916209817
50,0.017216036096215248
51,0.0014917466323822737
52,0.0006618116167373955
53,0.018355339765548706
54,0.0015523947076871991
55,0.002709851833060384
56,0.018784677609801292
57,0.0014491858892142773
58,0.0018119558226317167
59,0.003214277559891343
60,0.004379680845886469
61,0.0016478945035487413
62,0.00040713298949413
63,0.006242868024855852
64,0.07822132855653763
65,0.03280593454837799
66,0.005995187442749739
67,0.017371170222759247
68,0.0021276846528053284
69,0.0019049785332754254
70,0.003878270974382758
71,0.026151815429329872
72,0.0046057431027293205
73,0.002774397376924753
74,0.0023000731598585844
75,0.010064030066132545
76,0.0011792818550020456
77,0.0040305922739207745
78,0.005594159476459026
79,0.000725744292140007
80,0.0009376267553307116
81,0.002331916708499193
82,0.007185711059719324
83,0.007786229252815247
84,0.01438211277127266
85,0.010312849655747414
86,0.003121644491329789
87,0.0017197103006765246
88,0.004857481922954321
89,0.0007114344043657184
90,0.0022790213115513325
91,0.005648688413202763
92,0.0032330870162695646
93,0.00772681413218379
94,0.0018981409957632422
95,0.0005685327923856676
96,0.0011251528048887849
97,0.036017246544361115
98,0.003615802153944969
99,0.00456036115065217
100,0.005002768710255623
101,0.0033468857873231173
102,0.007521600462496281
103,0.0030711551662534475
104,0.0034555180463939905
105,0.008845135569572449
106,0.004546875599771738
107,0.008002703078091145
108,0.005874142050743103
109,0.003680202877148986
110,0.007352856919169426
111,0.004254427272826433
112,0.0023403316736221313
113,0.0010154828196391463
114,0.008833307772874832
115,0.014263606630265713
116,0.0026187768671661615
117,0.0010932148434221745
118,0.00392327643930912
119,0.002156743546947837
120,0.007309801876544952
121,0.002198269357904792
122,0.004976986907422543
123,0.005104514304548502
124,0.0035674467217177153
125,0.005629240069538355
126,0.01150212436914444
127,0.002745020668953657
128,0.012432681396603584
129,0.013414180837571621
130,0.0018872234504669905
131,0.005553044378757477
132,0.006363938562572002
133,0.002342602936550975
134,0.006732453126460314
135,0.006907500792294741
136,0.0013704820303246379
137,0.002186894416809082
138,0.006451439578086138
139,0.0038128457963466644
140,0.0035199844278395176
141,0.002921047620475292
142,0.006882760673761368
143,0.004455044865608215
144,0.0017350403359159827
145,0.003689896548166871
146,0.013433422893285751
147,0.0025706198066473007
148,0.0014842197997495532
149,0.011945115402340889
150,0.0069002071395516396
151,0.007115591783076525
152,0.0015149775426834822
153,0.0020917989313602448
154,0.008157328702509403
155,0.001738868304528296
156,0.0055785998702049255
157,0.001720647094771266
158,0.0034596745390444994
159,0.004629329312592745
160,0.012832650914788246
161,0.0012514294357970357
162,0.006771341431885958
163,0.001173508120700717
164,0.00326147279702127
165,0.00206455634906888
166,0.004960070364177227
167,0.0035288669168949127
168,0.0005111226928420365
169,0.0013347427593544126
170,0.0028824731707572937
171,0.02097633108496666
