,0
0,0.8054538504514502
0,0.008411098498420304
1,0.015029383965216301
2,0.020274298853833795
3,0.0010779325312250253
4,0.004430425704101748
5,0.012676345648820682
6,0.008723721160016263
7,0.0038722172993157764
8,0.007546098340949596
9,0.012911229578211747
10,0.013070174174803209
11,0.0017588189943383377
12,0.007905088469561453
13,0.001879214841730225
14,0.0007357552255650601
15,0.005370009190553884
16,0.001124652993667122
17,0.013736789361326556
18,0.0025860012007891337
19,0.013086268830307323
20,0.0166292894514028
21,0.0021712011528578494
22,0.02151412052375332
23,0.00921890981883014
24,0.004809641022222973
25,0.014063892087324828
26,0.008982344339833184
27,0.04511307205418156
28,0.02586654657678183
29,0.0331854364551652
30,0.01228948084147257
31,0.02585789071302436
32,0.018578950042621566
33,0.0008971146178596665
34,0.02381942449780587
35,0.0020180494285765723
36,0.020001098245993224
37,0.009970225646294734
38,0.006029489772864164
39,0.004683570364404982
40,0.004248847264306217
41,0.005062580485298491
42,0.019356437070375827
43,0.0016666192787801444
44,0.003356045354732016
45,0.020387352520095835
46,0.001421167563853775
47,0.00647076799596043
48,0.041373056640882575
49,0.0030540490987158463
50,0.02668399564347859
51,0.006897738367864783
52,0.0008505054282326269
53,0.0038565062171766287
54,0.006053484115682759
55,0.009936473274560268
56,0.0063502182263198825
57,0.003942470730792683
58,0.015579641778335783
59,0.2406020833170277
60,0.00783700194465549
61,0.00257773800780399
62,0.005847871266214534
63,0.00366239953420626
64,0.004759740171717955
65,0.004824589301524317
66,0.0005380279130652306
67,0.021263502097161397
68,0.0074858608363064984
69,0.017160245203805175
70,0.04145151401230072
71,0.007879563865737427
72,0.0007002532511383699
73,0.03944106769973285
74,0.0032842705967661393
75,0.13187786042562916
76,0.0011989725722440813
77,0.00718004405196641
78,0.001303468262846682
79,0.020739721846911443
80,0.029838145954480675
81,0.018535592719834175
82,0.0026300739983449364
83,0.007121143010690273
84,0.013221834490223678
85,0.025510188015268505
86,0.02497423029833106
87,0.016152613902251353
88,0.0056388566163367
89,0.001212519661298351
90,0.0030595303723287195
91,0.007854914356256683
92,0.004880439393253556
93,0.01062919459241969
94,0.006349048464265281
95,0.010686991790880259
96,0.001813861713718447
97,0.017761583709321443
98,0.0014320413500799214
99,0.002546209892589724
100,0.000909806194111578
101,0.025900108565980465
102,0.027674607607209002
103,0.0026641115940092682
104,0.00831713216296378
105,0.004620609543624538
106,0.0029443761740761357
107,0.002032334582170424
108,0.024356972342135703
109,0.0054579174115382805
110,0.020363430580292774
111,0.007640359209974876
112,0.006489486648187736
113,0.008604257239088841
114,0.008848009916644256
115,0.0070596791869895975
116,0.03311647824315503
117,0.017544602465924052
118,0.016063631240558554
119,0.01960961838121912
120,0.005856160352649362
121,0.0025647028376232233
122,0.009657431938154428
123,0.010594805229460045
124,0.0028715418975063848
125,0.013172958342741717
126,0.006973101432456813
127,0.005023037548299072
128,0.0019856120957786718
129,0.010094495975103273
130,0.023147668986828684
131,0.002601152664941014
132,0.0326097277681956
133,0.015648806999765483
134,0.03248860390132426
135,0.023508088193976106
136,0.013172041464464962
137,0.0033553100727334194
138,0.019225762599191818
139,0.01831710698413499
140,0.001419078419719711
141,0.005223133673734938
142,0.009520086461523624
143,0.008157439619773279
144,0.0034641154113581696
145,0.004002710971309371
146,0.0016918567366209177
147,0.003700667912951126
148,0.020247475820707756
149,0.0038665158623180603
150,0.028743166195854236
151,0.005961044218637449
152,0.001069951290349047
153,0.0026487384031959526
154,0.01520031095375543
155,0.0013622310830117338
156,0.002491356336571463
157,0.01014479501197988
158,0.0035910583574191475
159,0.004798318726787646
160,0.011839641749048497
161,0.010696148062001514
162,0.0014216783094219698
163,0.0014363827402294502
164,0.0049143117539906835
165,0.0055349602688513615
166,0.00435597636523455
167,0.02230370000858966
168,0.006774322088128269
169,0.001928562671422391
170,0.02560981807661574
171,0.03496701392171803
172,0.01125514487244287
173,0.004895623067117608
174,0.029957376294926393
175,0.0039640920178366235
176,0.001528765102841939
177,0.0010526340649088136
178,0.005426153319991433
179,0.06356620099988278
180,0.03576078974248631
181,0.005388767792841205
182,0.005445128328709762
183,0.00778941940471268
184,0.014164810917346579
185,0.006158918575470597
186,0.04237108075401508
187,0.006720730324547715
188,0.026265941210489595
189,0.005639589434836063
190,0.013547682710731104
191,0.003904729898598749
192,0.001540088466392727
193,0.01927200108857737
194,0.0065603532625939905
195,0.04074101273194219
196,0.03128424228654553
197,0.04609673320018331
198,0.005128351534685194
199,0.007417013073469534
200,0.0016475727207109312
201,0.00233505602994877
202,0.0028508449079160587
203,0.004689823915263035
204,0.02581523712227392
205,0.014439293214655483
206,0.004147028422672383
207,0.0063265261780528
208,0.0018184801803280012
209,0.007455446724892567
210,0.010914576339300704
211,0.004779879992995155
212,0.013753178614143536
213,0.011834863993593703
214,0.0029608223761660095
215,0.009226611788797091
216,0.003667414938480412
217,0.010010105747683535
218,0.0037602570616515766
219,0.0034321990675441685
220,0.00550074716371839
221,0.009722441142445247
222,0.018634257015414393
223,0.01276480924544195
224,0.009432081052669183
225,0.006859580627399629
226,0.011429649421812021
227,0.0013885373589341019
228,0.04389754796614664
229,0.004034416876893291
230,0.005039269923576699
231,0.0025459917582321134
232,0.009308785357424961
233,0.002433017349201257
234,0.026791200166843346
235,0.007215371176111467
236,0.005592272798988744
237,0.04298443902984256
238,0.015349342319842908
239,0.0011982422383688305
240,0.009131047991609492
241,0.023296586747747185
242,0.013083367267424283
243,0.0009671540620637837
244,0.0002621383671891966
245,0.01587181706773559
246,0.004916921908261173
